,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
10983,of:0000000000000004,Port#:3,4008,63287041,25438803,2579,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,7747,0,7747,0,True,0,6,11894,11754,-1,Blackhole,Attack
10987,of:0000000000000001,Port#:4,5163,88502743,69593234,4237,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,14797,14671,-1,Blackhole,Attack
10990,of:0000000000000007,Port#:1,2482,25432468,31748370,2830,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,11853,11716,-1,Blackhole,Attack
10991,of:0000000000000007,Port#:2,5158,82239573,194252,1436,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,11853,11716,-1,Blackhole,Attack
10992,of:0000000000000007,Port#:3,2366,19133530,101158640,5802,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,11853,11716,-1,Blackhole,Attack
10993,of:0000000000000008,Port#:1,1435,194182,57031279,4544,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,16620,16482,-1,Blackhole,Attack
10997,of:0000000000000005,Port#:2,4444,75869328,194252,1436,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,13969,13839,-1,Blackhole,Attack
10998,of:0000000000000005,Port#:3,3867,44401752,19120150,2183,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,5,13969,13839,-1,Blackhole,Attack
11003,of:0000000000000009,Port#:2,1838,6513401,12807202,1855,2096,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,10432,10293,-1,Blackhole,Attack
11009,of:000000000000000a,Port#:1,3117,63129525,82236370,4945,2347,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,15747,15616,-1,Blackhole,Attack
11010,of:000000000000000a,Port#:2,1998,44177928,44391945,3553,2347,0,0,0,0,60,4237,4464459,115,5,0,0,0,0,2,0,0,0,0,0,True,0,6,15747,15616,-1,Blackhole,Attack
11014,of:000000000000000b,Port#:2,2228,12843222,31763796,2900,2347,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7149,7065,-1,Blackhole,Attack
11024,of:0000000000000001,Port#:3,2805,25464971,12841421,2217,2347,0,0,0,0,2,278,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,604,11066,10941,-1,Blackhole,Attack
11027,of:0000000000000002,Port#:2,2217,12841421,25464971,2805,2347,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,404,9331,9251,-1,Blackhole,Attack
11031,of:0000000000000008,Port#:1,1578,213852,6539846,2077,2347,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,8920,8782,-1,Blackhole,Attack
11032,of:0000000000000008,Port#:2,2133,12835443,31783065,3189,2347,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,8920,8782,-1,Blackhole,Attack
11036,of:000000000000000c,Port#:1,3116,69420506,63319296,4614,2357,0,0,0,0,0,0,560,4,5,0,0,0,0,1,708,7087,708,7087,708,True,0,6,16565,16433,-1,Blackhole,Attack
11039,of:000000000000000c,Port#:4,6725,107503228,88546255,5208,2357,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,6303353,0,6303353,0,True,0,6,16565,16433,-1,Blackhole,Attack
11040,of:000000000000000a,Port#:1,3117,63129525,82237210,4951,2357,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,15765,15634,-1,Blackhole,Attack
11041,of:000000000000000a,Port#:2,1998,44177928,44392785,3559,2357,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,15765,15634,-1,Blackhole,Attack
11044,of:000000000000000b,Port#:1,2086,50475419,38097139,3498,2357,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,7161,7077,-1,Blackhole,Attack
11054,of:0000000000000001,Port#:2,1786,44163382,31786303,3240,2357,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,604,11084,10959,-1,Blackhole,Attack
11070,of:000000000000000c,Port#:4,6904,113807423,88553926,5313,2367,0,0,0,0,120,4596005,4467,59,5,0,0,0,0,4,0,0,0,0,0,True,0,6,16857,16725,-1,Blackhole,Attack
11072,of:000000000000000a,Port#:2,1998,44177928,44393905,3567,2367,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,16057,15926,-1,Blackhole,Attack
11074,of:000000000000000a,Port#:4,6279,107493544,107494398,6272,2367,0,0,0,0,59,4463,4596009,120,5,0,0,0,0,4,0,0,0,0,0,True,0,6,16057,15926,-1,Blackhole,Attack
11079,of:0000000000000003,Port#:3,3557,44391870,63308184,4161,2367,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,6303353,0,6303353,0,True,0,606,16501,16367,-1,Blackhole,Attack
11080,of:0000000000000003,Port#:4,3544,50682027,50711442,3968,2367,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,606,16501,16367,-1,Blackhole,Attack
11082,of:0000000000000004,Port#:2,3968,50711442,50682027,3544,2367,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,504,13269,13137,-1,Blackhole,Attack
11085,of:0000000000000001,Port#:2,1786,44163382,31787137,3246,2367,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,604,11102,10977,-1,Blackhole,Attack
11090,of:0000000000000007,Port#:1,4313,63318300,214466,1557,2367,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,14153,14010,-1,Blackhole,Attack
11094,of:0000000000000008,Port#:2,2147,12837389,31785011,3203,2367,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,8970,8832,-1,Blackhole,Attack
11095,of:0000000000000008,Port#:3,2045,6541316,216034,1593,2367,0,0,0,0,4,560,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,8970,8832,-1,Blackhole,Attack
11097,of:0000000000000005,Port#:2,3930,57000148,69651627,4929,2367,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,13202,13073,-1,Blackhole,Attack
11106,of:000000000000000b,Port#:1,2086,50475419,38099099,3512,2377,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,7189,7105,-1,Blackhole,Attack
11116,of:0000000000000001,Port#:2,1786,44163382,31787971,3252,2377,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,604,11126,11001,-1,Blackhole,Attack
11119,of:0000000000000002,Port#:1,3423,75733200,75945892,4958,2377,0,0,0,0,116,4595449,4595,61,5,0,0,0,0,1,475,5226,475,5226,475,True,0,406,9923,9843,-1,Blackhole,Attack
11127,of:0000000000000005,Port#:1,2774,19151544,214810,1552,2377,0,0,0,0,4,556,556,4,5,0,0,0,0,2,417,7021,417,7021,417,True,0,5,13333,13204,-1,Blackhole,Attack
11128,of:0000000000000005,Port#:2,3936,57000982,69659556,5038,2377,0,0,0,0,4,556,4595,61,5,0,0,0,0,4,0,0,0,0,0,True,0,5,13333,13204,-1,Blackhole,Attack
11137,of:000000000000000b,Port#:1,2086,50475419,38099939,3518,2387,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,7201,7117,-1,Blackhole,Attack
11138,of:000000000000000b,Port#:2,2254,12846862,31767436,2926,2387,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7201,7117,-1,Blackhole,Attack
11140,of:0000000000000003,Port#:2,1871,31586291,56988541,3748,2387,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,607,16994,16860,-1,Blackhole,Attack
11141,of:0000000000000003,Port#:3,3743,50696965,69620393,4450,2387,0,0,0,0,2,278,4727016,121,5,0,0,0,0,3,498927,6310393,498927,6310393,498927,True,0,607,16994,16860,-1,Blackhole,Attack
11149,of:0000000000000001,Port#:4,1558,215644,19159424,2882,2387,0,0,0,0,2,278,4334,59,5,0,0,0,0,4,313,6972,313,6972,313,True,0,605,11246,11121,-1,Blackhole,Attack
11151,of:0000000000000002,Port#:2,2243,12845035,25475631,2933,2387,0,0,0,0,2,278,4334,59,5,0,0,0,0,2,475,5226,475,5226,475,True,0,408,10211,10131,-1,Blackhole,Attack
11152,of:0000000000000007,Port#:1,4499,69623395,216134,1569,2387,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,14483,14340,-1,Blackhole,Attack
11158,of:0000000000000005,Port#:1,2882,19159424,215644,1558,2387,0,0,0,0,58,4268,278,2,5,0,0,0,0,2,630337,6310393,630337,6310393,630337,True,0,7,13633,13504,-1,Blackhole,Attack
11161,of:000000000000000c,Port#:2,2308,50490683,50708468,3884,2397,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,17191,17059,-1,Blackhole,Attack
11162,of:000000000000000c,Port#:3,2166,12839933,31788931,3219,2397,0,0,0,0,2,278,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,17191,17059,-1,Blackhole,Attack
11168,of:000000000000000b,Port#:1,2086,50475419,38100779,3524,2397,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,7213,7129,-1,Blackhole,Attack
11171,of:0000000000000003,Port#:2,1871,31586291,56989375,3754,2397,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,605,17012,16878,-1,Blackhole,Attack
11180,of:0000000000000001,Port#:4,1564,216478,19160258,2888,2397,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,607,11539,11414,-1,Blackhole,Attack
11182,of:0000000000000002,Port#:2,2249,12845869,25476465,2939,2397,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,6972,0,6972,0,True,0,406,10223,10143,-1,Blackhole,Attack
11186,of:0000000000000008,Port#:1,1610,218300,6544294,2109,2397,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,9048,8910,-1,Blackhole,Attack
11187,of:0000000000000008,Port#:2,2165,12839891,31787513,3221,2397,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,9048,8910,-1,Blackhole,Attack
11190,of:0000000000000005,Port#:2,3948,57002650,75964670,5224,2397,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,6972,0,6972,0,True,0,6,13657,13528,-1,Blackhole,Attack
11200,of:000000000000000b,Port#:2,2268,12848822,31769396,2940,2407,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7225,7141,-1,Blackhole,Attack
11201,of:0000000000000003,Port#:1,2619,69386528,38123336,3866,2407,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,604,17030,16896,-1,Blackhole,Attack
11210,of:0000000000000001,Port#:3,2947,25477577,12846981,2257,2407,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,608,11843,11718,-1,Blackhole,Attack
11217,of:0000000000000008,Port#:1,1618,219412,6545406,2117,2407,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,9072,8934,-1,Blackhole,Attack
11224,of:000000000000000c,Port#:3,2180,12841879,31790891,3233,2417,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,17801,17669,-1,Blackhole,Attack
11225,of:000000000000000c,Port#:4,7386,126425770,94876965,5739,2417,0,0,0,0,123,4727275,4599,61,5,0,0,0,0,4,344,11124,344,11124,344,True,0,8,17801,17669,-1,Blackhole,Attack
11231,of:000000000000000b,Port#:2,2274,12849662,31770236,2946,2417,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7241,7157,-1,Blackhole,Attack
11237,of:0000000000000004,Port#:2,4174,57019317,50686475,3576,2417,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,505,13688,13556,-1,Blackhole,Attack
11238,of:0000000000000004,Port#:3,4979,75949702,6540042,2033,2417,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,505,13688,13556,-1,Blackhole,Attack
11243,of:0000000000000002,Port#:1,3700,82043739,82260311,5265,2417,0,0,0,0,119,4726719,4595,61,5,0,0,0,0,1,588,5886,588,5886,588,True,0,406,10533,10453,-1,Blackhole,Attack
11244,of:0000000000000002,Port#:2,2263,12847815,31781904,3128,2417,0,0,0,0,4,556,4727275,123,5,0,0,0,0,2,564607,5646070,564607,5646070,564607,True,0,406,10533,10453,-1,Blackhole,Attack
11247,of:0000000000000007,Port#:3,3235,31789459,12841837,2179,2417,0,0,0,0,4,556,556,4,5,0,0,0,0,4,630328,6303286,630328,6303286,630328,True,0,6,14911,14768,-1,Blackhole,Attack
11250,of:0000000000000008,Port#:3,2077,6545796,220482,1625,2417,0,0,0,0,4,560,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,9104,8966,-1,Blackhole,Attack
11252,of:0000000000000005,Port#:2,3962,57004596,75973975,5345,2417,0,0,0,0,4,556,4595,61,5,0,0,0,0,4,1260670,12606705,1260670,12606705,1260670,True,0,7,14168,14039,-1,Blackhole,Attack
11255,of:000000000000000c,Port#:3,2186,12842713,31791731,3239,2427,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,17819,17687,-1,Blackhole,Attack
11265,of:0000000000000003,Port#:3,3769,50700579,69631366,4583,2427,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,607,17469,17335,-1,Blackhole,Attack
11267,of:0000000000000004,Port#:1,2959,31770302,38108031,3623,2427,0,0,0,0,2,278,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,506,14002,13870,-1,Blackhole,Attack
11274,of:0000000000000002,Port#:1,3700,82043739,82261145,5271,2427,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,7285,0,7285,0,True,0,406,10545,10465,-1,Blackhole,Attack
11275,of:0000000000000002,Port#:2,2269,12848649,31782738,3134,2427,0,0,0,0,2,278,556,4,5,0,0,0,0,2,0,6303419,0,6303419,0,True,0,406,10545,10465,-1,Blackhole,Attack
11276,of:0000000000000007,Port#:1,4641,69634980,219748,1595,2427,0,0,0,0,71,5273,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,15051,14908,-1,Blackhole,Attack
11279,of:0000000000000008,Port#:1,1630,221080,6547074,2129,2427,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,4,9128,8990,-1,Blackhole,Attack
11280,of:0000000000000008,Port#:2,2185,12842671,31790293,3241,2427,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,9128,8990,-1,Blackhole,Attack
11282,of:0000000000000005,Port#:1,3256,31769891,219258,1584,2427,0,0,0,0,2,278,556,4,5,0,0,0,0,2,0,7285,0,7285,0,True,0,6,14192,14063,-1,Blackhole,Attack
11286,of:000000000000000c,Port#:3,2192,12843547,31792571,3245,2437,0,0,0,0,2,278,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,18119,17987,-1,Blackhole,Attack
11294,of:0000000000000003,Port#:1,2735,69394499,44429283,4058,2437,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,606,17487,17353,-1,Blackhole,Attack
11295,of:0000000000000003,Port#:2,1871,31586291,56992989,3780,2437,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,606,17487,17353,-1,Blackhole,Attack
11298,of:0000000000000004,Port#:1,2965,31771136,44412243,3802,2437,0,0,0,0,2,278,4858284,124,5,0,0,0,0,1,0,0,0,0,0,True,0,507,14199,14067,-1,Blackhole,Attack
11301,of:0000000000000001,Port#:1,1712,25263240,50685031,3543,2437,0,0,0,0,64,4520,4858284,124,5,0,0,0,0,1,0,0,0,0,0,True,0,606,12360,12235,-1,Blackhole,Attack
11306,of:0000000000000002,Port#:2,2275,12849483,31783572,3140,2437,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,404,10557,10477,-1,Blackhole,Attack
11307,of:0000000000000007,Port#:1,4647,69635814,220582,1601,2437,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,15184,15041,-1,Blackhole,Attack
11308,of:0000000000000007,Port#:2,5708,88562487,31792667,3283,2437,0,0,0,0,66,4798,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,15184,15041,-1,Blackhole,Attack
11309,of:0000000000000007,Port#:3,3247,31791127,12843505,2191,2437,0,0,0,0,2,278,278,2,5,0,0,0,0,4,743,12727,743,12727,743,True,0,6,15184,15041,-1,Blackhole,Attack
11322,of:000000000000000a,Port#:4,1442,195086,50661740,3384,2106,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,604,19312,19184,-1,Blackhole,Attack
11323,of:000000000000000b,Port#:1,4174,82076250,107452477,5816,2106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,11422,11342,-1,Blackhole,Attack
11326,of:0000000000000003,Port#:2,2035,44150704,44372378,3430,2106,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,13779,13653,-1,Blackhole,Attack
11338,of:0000000000000007,Port#:1,2597,25440788,31749204,2836,2106,0,0,0,0,87,6306,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,11986,11849,-1,Blackhole,Attack
11345,of:0000000000000005,Port#:2,4450,75870162,195086,1442,2106,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,14157,14027,-1,Blackhole,Attack
11346,of:0000000000000005,Port#:3,4047,50706032,19120984,2189,2106,0,0,0,0,151,5908790,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,5,14157,14027,-1,Blackhole,Attack
11347,of:0000000000000006,Port#:1,2585,25439637,63287875,4014,2106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,12853,12721,-1,Blackhole,Attack
11348,of:0000000000000006,Port#:2,2189,19120984,50706032,4047,2106,0,0,0,0,4,556,5908790,151,5,0,0,0,0,2,0,0,0,0,0,True,0,5,12853,12721,-1,Blackhole,Attack
11349,of:0000000000000006,Port#:3,4724,63335559,195016,1441,2106,0,0,0,0,151,5908790,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,5,12853,12721,-1,Blackhole,Attack
11362,of:000000000000000b,Port#:2,2326,12856942,31777516,2998,2497,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7343,7259,-1,Blackhole,Attack
11363,of:0000000000000003,Port#:1,2908,75668148,44442136,4204,2497,0,0,0,0,140,5645609,5783,79,4,0,0,0,0,1,0,0,0,0,0,True,0,6,17881,17746,-1,Blackhole,Attack
11367,of:0000000000000004,Port#:1,3006,31776766,44417803,3842,2497,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,14635,14502,-1,Blackhole,Attack
11372,of:0000000000000001,Port#:3,3180,31789132,12855043,2315,2497,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,12474,12349,-1,Blackhole,Attack
11380,of:0000000000000008,Port#:2,2232,12849135,31796687,3287,2497,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,504,9308,9168,-1,Blackhole,Attack
11381,of:0000000000000008,Port#:3,2129,6553076,227710,1677,2497,0,0,0,0,4,560,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,504,9308,9168,-1,Blackhole,Attack
11382,of:0000000000000005,Port#:1,3411,31783795,225652,1630,2497,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,504,14481,14352,-1,Blackhole,Attack
11388,of:000000000000000a,Port#:1,3567,75743426,88569159,5438,2507,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,17177,17046,-1,Blackhole,Attack
11393,of:000000000000000b,Port#:2,2332,12857782,31778356,3004,2507,0,0,0,0,4,560,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,7357,7273,-1,Blackhole,Attack
11400,of:0000000000000004,Port#:3,5490,88571880,6548104,2091,2507,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,14663,14530,-1,Blackhole,Attack
11401,of:0000000000000001,Port#:1,1712,25263240,50691425,3589,2507,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,12498,12373,-1,Blackhole,Attack
11406,of:0000000000000002,Port#:2,2321,12855877,31789966,3186,2507,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,10650,10569,-1,Blackhole,Attack
11407,of:0000000000000007,Port#:1,4866,75915857,226976,1647,2507,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,505,15541,15398,-1,Blackhole,Attack
11412,of:0000000000000008,Port#:3,2135,6553916,228544,1683,2507,0,0,0,0,4,560,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,504,9338,9198,-1,Blackhole,Attack
11418,of:000000000000000c,Port#:4,7559,126442176,101189303,5976,2517,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,18276,18143,-1,Blackhole,Attack
11422,of:000000000000000a,Port#:4,7011,126395296,113825671,6751,2517,0,0,0,0,142,5645887,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,17430,17299,-1,Blackhole,Attack
11427,of:0000000000000003,Port#:3,3827,50708641,69639428,4641,2517,0,0,0,0,4,556,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,18202,18067,-1,Blackhole,Attack
11428,of:0000000000000003,Port#:4,3921,57006179,63309833,4527,2517,0,0,0,0,4,556,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,18202,18067,-1,Blackhole,Attack
11429,of:0000000000000004,Port#:1,3191,38081795,44426500,3956,2517,0,0,0,0,142,5645887,5453,74,5,0,0,0,0,1,403,6955,403,6955,403,True,0,6,14922,14789,-1,Blackhole,Attack
11430,of:0000000000000004,Port#:2,4527,63309833,57006179,3921,2517,0,0,0,0,2,278,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,14922,14789,-1,Blackhole,Attack
11442,of:0000000000000008,Port#:2,2244,12850803,31798355,3299,2517,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,505,9444,9304,-1,Blackhole,Attack
11444,of:0000000000000005,Port#:1,3423,31785463,227320,1642,2517,0,0,0,0,2,278,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,504,14533,14404,-1,Blackhole,Attack
11463,of:0000000000000001,Port#:1,1712,25263240,50693093,3601,2527,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,8,13084,12959,-1,Blackhole,Attack
11467,of:0000000000000002,Port#:1,3799,82050574,88573666,5512,2527,0,0,0,0,70,4897,5777157,145,4,0,0,0,0,1,472731,4727312,472731,4727312,472731,True,0,6,10949,10868,-1,Blackhole,Attack
11469,of:0000000000000007,Port#:1,5051,82220886,228644,1659,2527,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,505,15762,15619,-1,Blackhole,Attack
11487,of:0000000000000003,Port#:1,3010,75675177,50749375,4407,2537,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,18238,18103,-1,Blackhole,Attack
11488,of:0000000000000003,Port#:2,2048,37889916,57009192,3948,2537,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,18238,18103,-1,Blackhole,Attack
11493,of:0000000000000004,Port#:3,5717,88588916,6550884,2111,2537,0,0,0,0,80,5849,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,5,15117,14984,-1,Blackhole,Attack
11505,of:0000000000000008,Port#:3,2257,6563745,231324,1703,2537,0,0,0,0,4,560,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,504,9512,9372,-1,Blackhole,Attack
11510,of:000000000000000c,Port#:3,2265,12853625,31802721,3318,2547,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,18849,18716,-1,Blackhole,Attack
11514,of:000000000000000a,Port#:3,1709,232158,6564585,2263,2547,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,17530,17399,-1,Blackhole,Attack
11517,of:000000000000000b,Port#:2,2358,12861422,31781996,3030,2547,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7409,7325,-1,Blackhole,Attack
11522,of:0000000000000004,Port#:1,3211,38084575,50739936,4255,2547,0,0,0,0,4,556,5777437,147,5,0,0,0,0,1,630335,6310508,630335,6310508,630335,True,0,6,15321,15188,-1,Blackhole,Attack
11525,of:0000000000000001,Port#:1,1811,25270070,56998468,3789,2547,0,0,0,0,71,4962,5777437,147,5,0,0,0,0,1,0,0,0,0,0,True,0,8,13678,13553,-1,Blackhole,Attack
11542,of:000000000000000c,Port#:4,7858,132756047,107503599,6281,2557,0,0,0,0,4,556,560,4,4,0,0,0,0,4,630335,6303355,630335,6303355,630335,True,0,8,19186,19053,-1,Blackhole,Attack
11543,of:000000000000000a,Port#:1,3669,75750455,94877000,5643,2557,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,17548,17417,-1,Blackhole,Attack
11545,of:000000000000000a,Port#:3,1715,232992,6565425,2269,2557,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,17548,17417,-1,Blackhole,Attack
11551,of:0000000000000003,Port#:3,3853,50712255,69643042,4667,2557,0,0,0,0,4,556,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,4,18280,18145,-1,Blackhole,Attack
11552,of:0000000000000003,Port#:4,3947,57009793,63313447,4553,2557,0,0,0,0,4,556,556,4,4,0,0,0,0,4,0,0,0,0,0,True,0,4,18280,18145,-1,Blackhole,Attack
11560,of:0000000000000002,Port#:1,3799,82050574,88576446,5532,2557,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,4,10989,10908,-1,Blackhole,Attack
11563,of:0000000000000007,Port#:2,6059,94883586,31803509,3361,2557,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,505,16115,15972,-1,Blackhole,Attack
11587,of:0000000000000001,Port#:1,1811,25270070,57000136,3801,2567,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,13714,13589,-1,Blackhole,Attack
